,id,start_date,num_samples,end_date,days_to_complete,library_type,library_category
1341,2665,10/13/2017,18,12/25/2017,74.04166667,TruSeq RNA stranded,RNA Seq
1342,2666,9/5/2017,2,11/21/2017,78.04166667,Nextera XT,DNA Seq
1343,2667,10/17/2017,12,11/4/2017,19.04166667,Ready Made Library,Others
1344,2670,8/29/2017,31,11/13/2017,77.04166667,TruSeq RNA stranded,RNA Seq
1345,2671,9/12/2017,17,12/11/2017,91.04166667,TruSeq RNA stranded,RNA Seq
1346,2672,8/14/2017,18,11/5/2017,84.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1347,2673,9/26/2017,12,11/27/2017,63.04166667,TruSeq Small RNA,Others
1348,2674,10/12/2017,9,10/25/2017,14.0,TruSeq Small RNA,Others
1349,2675,5/14/2017,32,10/27/2017,167.0,TruSeq Small RNA,Others
1350,2681,10/18/2017,37,12/2/2017,46.04166667,TruSeq RNA stranded,RNA Seq
1351,2682,10/19/2017,4,11/20/2017,33.04166667,TruSeq DNA Nano,DNA Seq
1352,2683,10/20/2017,11,12/28/2017,70.04166667,Kapa Hyper Plus,DNA Seq
1353,2684,10/19/2017,5,12/28/2017,71.04166667,Kapa Hyper Plus,DNA Seq
1354,2685,8/18/2017,4,12/17/2017,122.04166670000001,TruSeq RNA stranded,RNA Seq
1355,2686,6/28/2017,11,11/13/2017,139.04166669999998,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1356,2687,8/30/2017,27,11/13/2017,76.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1357,2688,7/21/2017,197,11/13/2017,116.04166670000001,TruSeq RNA stranded,RNA Seq
1358,2689,10/24/2017,13,12/2/2017,40.04166667,,Others
1359,2690,10/23/2017,91,2/17/2018,118.04166670000001,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1360,2692,9/18/2017,5,11/20/2017,64.04166667,TruSeq DNA Nano,DNA Seq
1361,2693,6/29/2017,28,12/2/2017,157.04166669999998,TruSeq RNA stranded,RNA Seq
1362,2694,10/26/2017,3,11/6/2017,12.04166667,NEB Next Ultra DNA,DNA Seq
1363,2696,10/26/2017,8,3/2/2018,128.0416667,TruSeq DNA Nano,DNA Seq
1364,2697,10/25/2017,1,11/6/2017,13.04166667,10X Genomics Single Cell,Others
1365,2698,10/20/2017,13,12/17/2017,59.04166667,SmartSeq2-Picelli,Single cell RNA Seq
1366,2699,10/24/2017,9,12/11/2017,49.04166667,TruSeq DNA,DNA Seq
1367,2700,10/23/2017,8,11/2/2017,11.04166667,Lexogen_mRNA_stranded,RNA Seq
1368,2702,9/25/2017,10,10/31/2017,37.04166667,Ready Made Library-Homemade kit,Sequencing only
1369,2706,10/31/2017,19,12/17/2017,48.0,TruSeq RNA stranded,RNA Seq
1370,2707,11/2/2017,4,12/7/2017,36.0,Kapa Hyper Plus,DNA Seq
1371,2708,10/31/2017,13,11/27/2017,28.0,TruSeq RNA stranded,RNA Seq
1372,2709,11/3/2017,34,11/6/2017,4.0,Nextera XT,DNA Seq
1373,2710,9/26/2017,6,11/18/2017,54.04166667,Kapa Hyper Plus,DNA Seq
1374,2711,10/31/2017,7,11/16/2017,17.0,Ready Made library,Others
1375,2712,10/24/2017,96,12/17/2017,55.04166667,Lexogen QuantSeq 3\ mRNA-Seq,Others
1376,2713,11/1/2017,2,11/20/2017,20.0,TruSeq DNA Nano,DNA Seq
1377,2715,10/31/2017,6,11/22/2017,23.0,ATAC,Others
1378,2717,11/2/2017,9,11/6/2017,5.0,NEB Next Ultra DNA,DNA Seq
1379,2718,10/31/2017,3,12/11/2017,42.0,TruSeq DNA Nano,DNA Seq
1380,2720,8/7/2017,12,11/18/2017,104.04166670000001,Kapa Hyper Plus,DNA Seq
1381,2721,11/6/2017,2,2/14/2018,101.0,10X Genomics Single Cell,Others
1382,2726,11/7/2017,6,11/16/2017,10.0,Lexogen Small RNA Kit,Others
1383,2732,10/24/2017,7,12/11/2017,49.04166667,,Others
1384,2733,11/9/2017,8,11/10/2017,2.0,NEB Next Ultra DNA,DNA Seq
1385,2734,11/7/2017,1,11/18/2017,12.0,SmartSeq2-Picelli,Single cell RNA Seq
1386,2736,11/10/2017,48,12/1/2017,22.0,Ready-made library ddRAD,Sequencing only
1387,2737,10/20/2017,2,4/10/2018,173.0,CLIP,Others
1388,2738,11/13/2017,10,11/14/2017,2.0,Lexogen_mRNA_stranded,RNA Seq
1389,2739,11/11/2017,9,2/4/2018,86.0,Kapa Hyper Plus,DNA Seq
1390,2740,11/14/2017,25,12/10/2017,27.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1391,2742,11/13/2017,7,12/11/2017,29.0,TruSeq DNA Nano,DNA Seq
1392,2743,11/9/2017,1,12/17/2017,39.0,Ready Made library,Others
1393,2745,11/15/2017,8,12/17/2017,33.0,User made NEB ChIP-seq,Unknown
1394,2746,11/8/2017,16,2/17/2018,102.0,TruSeq RNA stranded,RNA Seq
1395,2747,11/13/2017,24,12/11/2017,29.0,TruSeq RNA stranded,RNA Seq
1396,2748,8/18/2017,9,12/11/2017,116.04166670000001,Kapa Hyper Plus,DNA Seq
1397,2751,10/27/2017,17,12/17/2017,52.04166667,TruSeq RNA stranded,RNA Seq
1398,2752,11/10/2017,7,12/25/2017,46.0,TruSeq RNA stranded,RNA Seq
1399,2753,11/13/2017,5,12/25/2017,43.0,TruSeq RNA stranded,RNA Seq
1400,2754,8/24/2017,9,5/31/2018,281.0,TruSeq DNA Nano,DNA Seq
1401,2755,10/24/2017,9,12/11/2017,49.04166667,TruSeq DNA Nano,DNA Seq
1402,2756,11/13/2017,7,12/11/2017,29.0,TruSeq DNA Nano,DNA Seq
1403,2758,11/20/2017,3,1/28/2018,70.0,TruSeq DNA Nano,DNA Seq
1404,2760,11/24/2017,16,11/25/2017,2.0,NEB Next Ultra DNA,DNA Seq
1405,2761,11/17/2017,4,2/7/2018,83.0,TruSeq Small RNA,Others
1406,2762,11/23/2017,6,6/8/2018,197.95833330000002,10X Genomics Single Cell,Others
1407,2763,11/27/2017,24,11/27/2017,1.0,Lexogen Small RNA Kit,Others
1408,2764,11/22/2017,27,3/2/2018,101.0,Ready-made smallRNA libraries,Sequencing only
1409,2765,11/9/2017,1,11/28/2017,20.0,Ready Made library,Others
1410,2767,11/20/2017,64,12/3/2017,14.0,Nextera XT,DNA Seq
1411,2770,10/12/2017,34,12/28/2017,78.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1412,2771,11/30/2017,95,12/11/2017,12.0,TruSeq DNA,DNA Seq
1413,2773,11/29/2017,7,12/9/2017,11.0,Ready Made library,Others
1414,2774,10/13/2017,17,12/25/2017,74.04166667,,Others
1415,2775,11/28/2017,5,12/17/2017,20.0,Ready Made Libraries,Others
1416,2776,11/10/2017,6,12/25/2017,46.0,,Others
1417,2777,11/13/2017,5,12/25/2017,43.0,,Others
1418,2778,12/1/2017,14,3/15/2018,105.0,TruSeq RNA stranded,RNA Seq
1419,2779,12/4/2017,6,12/17/2017,14.0,Ready-made smallRNA libraries,Sequencing only
1420,2783,11/30/2017,1,2/14/2018,77.0,10X Genomics Single Cell,Others
1421,2785,12/6/2017,8,12/7/2017,2.0,Ready Made library,Others
1422,2786,12/7/2017,1,2/14/2018,70.0,,Others
1423,2787,12/5/2017,11,1/28/2018,55.0,TruSeq DNA Nano,DNA Seq
1424,2788,12/4/2017,4,2/13/2018,72.0,TruSeq RNA stranded,RNA Seq
1425,2789,12/4/2017,10,12/25/2017,22.0,,Others
1426,2790,11/7/2017,1,12/31/2017,55.0,TruSeq DNA PCR-Free HT Kit,DNA Seq
1427,2791,11/9/2017,1,12/31/2017,53.0,TruSeq DNA PCR-Free HT Kit,DNA Seq
1428,2792,11/9/2017,1,12/31/2017,53.0,TruSeq DNA PCR-Free LT Kit,DNA Seq
1429,2793,11/9/2017,2,1/28/2018,81.0,TruSeq DNA PCR-Free HT Kit,DNA Seq
1430,2794,11/7/2017,6,12/22/2017,46.0,Illumina Mate Pair Library V2,Others
1431,2797,12/5/2017,7,12/22/2017,18.0,,Others
1432,2798,12/5/2017,7,12/22/2017,18.0,,Others
1433,2799,12/5/2017,7,12/22/2017,18.0,,Others
1434,2800,12/11/2017,18,12/12/2017,2.0,Lexogen Small RNA Kit,Others
1435,2803,12/11/2017,16,12/25/2017,15.0,User made NEB ChIP-seq,Unknown
1436,2804,10/23/2017,17,2/13/2018,114.04166670000001,Kapa Hyper Plus,DNA Seq
1437,2806,12/5/2017,11,3/3/2018,89.0,TruSeq RNA stranded,RNA Seq
1438,2808,12/12/2017,28,2/4/2018,55.0,TruSeq RNA stranded,RNA Seq
1439,2813,12/14/2017,36,1/12/2018,30.0,TruSeq DNA Nano,DNA Seq
1440,2817,11/27/2017,17,2/4/2018,70.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1441,2818,12/14/2017,6,3/18/2018,95.0,TruSeq RNA stranded,RNA Seq
1442,2832,11/28/2017,1,1/12/2018,46.0,SmartSeq2-Picelli,Single cell RNA Seq
1443,2834,12/14/2017,40,12/20/2017,7.0,Nextera XT,DNA Seq
1444,2835,6/29/2017,29,2/17/2018,234.04166669999998,TruSeq RNA stranded,RNA Seq
1445,2839,12/8/2017,19,2/17/2018,72.0,TruSeq RNA stranded,RNA Seq
1446,2840,12/18/2017,25,2/23/2018,68.0,TruSeq RNA stranded,RNA Seq
1447,2841,12/18/2017,21,1/28/2018,42.0,Ready Made Fragment Library,Sequencing only
1448,2842,12/19/2017,36,3/23/2018,95.0,TruSeq RNA stranded,RNA Seq
1449,2843,12/20/2017,14,3/23/2018,94.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1450,2845,12/20/2017,1,2/14/2018,57.0,10X Genomics Single Cell,Others
1451,2847,12/20/2017,35,12/22/2017,3.0,Nextera XT,DNA Seq
1452,2848,12/19/2017,19,4/30/2018,132.9583333,SmartSeq2-Picelli,Single cell RNA Seq
1453,2849,11/28/2017,5,1/31/2018,65.0,,Others
1454,2851,12/19/2017,24,6/3/2018,166.95833330000002,Clontech SMART-Seq v4 Ultra Low Input RNA kit,Low input RNA Seq 
1455,2856,10/31/2016,29,3/24/2018,510.0,TruSeq DNA Nano,DNA Seq
1456,2859,12/8/2017,31,3/20/2018,103.0,SmartSeq2-Picelli,Single cell RNA Seq
1457,2860,1/10/2018,25,6/17/2018,158.95833330000002,TruSeq RNA stranded,RNA Seq
1458,2861,1/11/2018,18,2/4/2018,25.0,User made NEB ChIP-seq,Unknown
1459,2862,1/11/2018,9,3/3/2018,52.0,TruSeq RNA stranded,RNA Seq
1460,2866,1/17/2018,16,1/18/2018,2.0,Ready Made library,Others
1461,2870,1/18/2018,8,1/19/2018,2.0,Nugen Ultra Low Input,DNA Seq
1462,2871,1/17/2018,13,3/9/2018,52.0,TruSeq RNA stranded,RNA Seq
1463,2872,1/19/2018,23,1/19/2018,1.0,TruSeq Small RNA,Others
1464,2877,1/19/2018,9,2/23/2018,36.0,Clontech SMART-Seq v4 Ultra Low Input RNA kit,Low input RNA Seq 
1465,2878,1/19/2018,5,2/23/2018,36.0,TruSeq RNA stranded,RNA Seq
1466,2881,1/19/2018,12,2/13/2018,26.0,Nextera XT,DNA Seq
1467,2886,1/19/2018,21,4/9/2018,80.95833333,TruSeq DNA PCR-Free LT Kit,DNA Seq
1468,2891,1/22/2018,13,3/3/2018,41.0,TruSeq RNA stranded,RNA Seq
1469,2893,1/11/2018,12,1/28/2018,18.0,Nextera XT,DNA Seq
1470,2894,12/20/2017,16,3/3/2018,74.0,TruSeq RNA stranded,RNA Seq
1471,2895,1/15/2018,12,1/28/2018,14.0,Nextera XT,DNA Seq
1472,2896,1/24/2018,2,2/14/2018,22.0,,Others
1473,2897,1/23/2018,7,2/13/2018,22.0,TruSeq RNA stranded,RNA Seq
1474,2898,1/25/2018,24,1/25/2018,1.0,Lexogen Small RNA Kit,Others
1475,2899,12/11/2017,8,1/25/2018,46.0,Ready Made library,Others
1476,2902,1/26/2018,10,3/25/2018,59.0,,Others
1477,2907,1/29/2018,3,1/30/2018,2.0,Lexogen_mRNA_stranded,RNA Seq
1478,2924,1/30/2018,4,2/13/2018,15.0,Agilent Sure Select Human All Exon v6+UTR,Exome Seq
1479,2925,1/30/2018,4,2/13/2018,15.0,TruSeq DNA Nano,DNA Seq
1480,2926,1/30/2018,4,2/13/2018,15.0,TruSeq RNA stranded,RNA Seq
1481,2929,1/30/2018,24,1/31/2018,2.0,Lexogen Small RNA Kit,Others
1482,2930,1/31/2018,28,1/31/2018,1.0,Lexogen Small RNA Kit,Others
1483,2931,1/30/2018,13,3/3/2018,33.0,TruSeq RNA stranded,RNA Seq
1484,2932,1/18/2018,4,1/31/2018,14.0,Ready Made Libraries,Others
1485,2934,6/29/2017,29,2/17/2018,234.04166669999998,TruSeq RNA stranded,RNA Seq
1486,2935,11/7/2017,9,2/13/2018,99.0,SmartSeq2-Picelli,Single cell RNA Seq
1487,2936,12/8/2017,19,2/23/2018,78.0,TruSeq RNA stranded,RNA Seq
1488,2937,12/18/2017,24,2/17/2018,62.0,TruSeq RNA stranded,RNA Seq
1489,2938,12/14/2017,17,3/20/2018,97.0,,Others
1490,2939,1/31/2018,1,2/7/2018,8.0,Ready Made library,Others
1491,2940,1/30/2018,24,4/2/2018,62.95833333,TruSeq RNA stranded,RNA Seq
1492,2941,11/8/2017,15,2/17/2018,102.0,TruSeq RNA stranded,RNA Seq
1493,2942,12/12/2017,9,2/13/2018,64.0,TruSeq DNA Nano,DNA Seq
1494,2943,2/1/2018,7,2/10/2018,10.0,TruSeq RNA stranded,RNA Seq
1495,2945,1/24/2018,22,2/23/2018,31.0,,Others
1496,2947,2/5/2018,12,4/3/2018,57.95833333,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1497,2948,2/2/2018,12,3/2/2018,29.0,Ready Made Fragment Library,Sequencing only
1498,2949,2/5/2018,45,3/20/2018,44.0,,Others
1499,2950,2/5/2018,3,2/23/2018,19.0,ATAC,Others
1500,2951,1/10/2018,25,6/17/2018,158.95833330000002,TruSeq RNA stranded,RNA Seq
1501,2952,1/31/2018,2,2/17/2018,18.0,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1502,2955,2/7/2018,2,2/17/2018,11.0,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1503,2959,10/18/2017,17,3/20/2018,154.04166669999998,,Others
1504,2961,2/7/2018,10,6/1/2018,114.95833329999999,,Others
1505,2962,2/8/2018,32,2/14/2018,7.0,Nextera XT,DNA Seq
1506,2963,2/5/2018,18,2/20/2018,16.0,NuGEN Ovation Single Cell RNA-Seq System,Sequencing only
1507,2964,2/9/2018,1,2/14/2018,6.0,Ready Made library,Others
1508,2965,2/7/2018,11,3/15/2018,37.0,Ready Made Fragment Library,Sequencing only
1509,2966,2/7/2018,2,2/28/2018,22.0,10X Genomics Single Cell,Others
1510,2967,11/30/2017,1,2/28/2018,91.0,10X Genomics Single Cell,Others
1511,2968,8/22/2017,3,2/23/2018,186.04166669999998,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1512,2973,2/13/2018,1,2/23/2018,11.0,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1513,2974,2/13/2018,1,3/15/2018,31.0,SmartSeq2-Picelli,Single cell RNA Seq
1514,2975,2/13/2018,4,2/14/2018,2.0,NEB Next Ultra DNA,DNA Seq
1515,2976,2/11/2018,31,3/20/2018,38.0,,Others
1516,2978,1/23/2018,1,10/25/2018,275.9583333,Ready Made library,Others
1517,2980,10/12/2017,19,4/2/2018,173.0,TruSeq RNA stranded,RNA Seq
1518,2981,2/12/2018,19,2/17/2018,6.0,SmartSeq2-Picelli,Single cell RNA Seq
1519,2982,2/15/2018,5,3/9/2018,23.0,10X Genomics Single Cell,Others
1520,2983,2/15/2018,57,3/25/2018,39.0,TruSeq DNA Nano,DNA Seq
1521,2984,2/5/2018,1,4/6/2018,60.95833333,NEB Next Ultra DNA,DNA Seq
1522,2985,2/7/2018,1,3/12/2018,34.0,NEB Next Ultra DNA,DNA Seq
1523,2986,2/19/2018,111,3/15/2018,25.0,Nextera XT,DNA Seq
1524,2989,2/20/2018,96,2/22/2018,3.0,NEB Next Ultra DNA,DNA Seq
1525,2990,2/20/2018,30,3/3/2018,12.0,Ready Made Library,Others
1526,2991,2/21/2018,1,4/19/2018,57.95833333,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1527,2992,2/22/2018,50,2/23/2018,2.0,SmartSeq2-Picelli,Single cell RNA Seq
1528,2993,2/19/2018,16,2/26/2018,8.0,NEB Next Ultra DNA,DNA Seq
1529,2994,2/22/2018,41,7/9/2018,137.95833330000002,Ready Made library,Others
1530,2995,1/29/2018,3,3/2/2018,33.0,TruSeq DNA Nano,DNA Seq
1531,2996,2/20/2018,18,3/15/2018,24.0,Nextera XT,DNA Seq
1532,2997,10/23/2017,17,4/3/2018,163.0,TruSeq DNA Nano,DNA Seq
1533,2999,2/26/2018,8,2/28/2018,3.0,Lexogen_mRNA_stranded,RNA Seq
1534,3002,2/26/2018,82,4/3/2018,36.95833333,Nextera XT,DNA Seq
1535,3003,2/12/2018,209,4/12/2018,59.95833333,TruSeq RNA stranded,RNA Seq
1536,3004,2/19/2018,109,5/20/2018,90.95833333,TruSeq RNA stranded,RNA Seq
1537,3007,2/20/2018,468,3/22/2018,31.0,None,Unknown
1538,3008,2/27/2018,5,3/16/2018,18.0,,Others
1539,3009,2/23/2018,1,4/10/2018,46.95833333,Ready Made library,Others
1540,3010,2/8/2018,1,3/16/2018,37.0,Ready Made Library,Others
1541,3011,2/26/2018,19,4/19/2018,52.95833333,TruSeq RNA stranded,RNA Seq
1542,3012,2/26/2018,12,4/19/2018,52.95833333,TruSeq RNA stranded,RNA Seq
1543,3014,2/21/2018,24,4/6/2018,44.95833333,Ready Made library,Others
1544,3016,2/27/2018,1,3/23/2018,25.0,,Others
1545,3017,2/27/2018,8,3/21/2018,23.0,Ready Made library,Others
1546,3018,2/16/2018,25,4/19/2018,62.95833333,TruSeq RNA stranded,RNA Seq
1547,3019,12/20/2017,18,3/23/2018,94.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1548,3021,2/28/2018,19,5/5/2018,66.95833333,TruSeq RNA stranded,RNA Seq
1549,3022,2/12/2018,209,4/9/2018,56.95833333,TruSeq RNA stranded,RNA Seq
1550,3023,3/1/2018,211,6/16/2018,107.95833329999999,TruSeq RNA stranded,RNA Seq
1551,3024,2/28/2018,9,3/16/2018,17.0,ATAC,Others
1552,3027,3/1/2018,7,4/30/2018,60.95833333,TruSeq RNA stranded,RNA Seq
1553,3028,2/21/2018,9,4/30/2018,68.95833333,TruSeq RNA stranded,RNA Seq
1554,3029,2/26/2018,12,3/23/2018,26.0,SmartSeq2-Picelli,Single cell RNA Seq
1555,3031,3/7/2018,9,3/12/2018,6.0,Ready Made library,Others
1556,3032,3/2/2018,2,3/27/2018,25.95833333,10X Genomics Single Cell,Others
1557,3033,3/8/2018,1,3/23/2018,16.0,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1558,3034,3/9/2018,6,5/6/2018,58.95833333,TruSeq DNA Nano,DNA Seq
1559,3035,3/2/2018,4,4/5/2018,34.95833333,Ready Made Library-Homemade kit,Sequencing only
1560,3036,3/8/2018,4,3/24/2018,17.0,TruSeq RNA stranded,RNA Seq
1561,3037,3/8/2018,4,3/24/2018,17.0,TruSeq DNA Nano,DNA Seq
1562,3038,3/8/2018,5,3/24/2018,17.0,Agilent Sure Select Human All Exon v5+UTR,Exome Seq
1563,3039,3/8/2018,2,4/2/2018,25.95833333,,Others
1564,3042,3/12/2018,9,3/13/2018,2.0,Lexogen_mRNA_stranded,RNA Seq
1565,3043,3/12/2018,6,4/10/2018,29.95833333,TruSeq DNA Nano,DNA Seq
1566,3044,3/12/2018,13,4/19/2018,38.95833333,SmartSeq2-Picelli,Single cell RNA Seq
1567,3045,3/13/2018,7,4/3/2018,21.95833333,TruSeq DNA Nano,DNA Seq
1568,3050,3/9/2018,25,4/30/2018,52.95833333,TruSeq RNA stranded,RNA Seq
1569,3051,3/12/2018,1,3/22/2018,11.0,Nextera XT,DNA Seq
1570,3052,10/19/2017,4,3/25/2018,158.04166669999998,TruSeq DNA Nano,DNA Seq
1571,3053,3/12/2018,8,4/3/2018,22.95833333,User made NEB ChIP-seq,Unknown
1572,3054,3/14/2018,1,3/25/2018,12.0,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1573,3055,1/30/2018,24,4/2/2018,62.95833333,TruSeq RNA stranded,RNA Seq
1574,3056,10/12/2017,18,4/2/2018,173.0,TruSeq RNA stranded,RNA Seq
1575,3057,2/16/2018,24,4/19/2018,62.95833333,TruSeq RNA stranded,RNA Seq
1576,3058,1/27/2018,10,4/19/2018,82.95833333,TruSeq RNA stranded,RNA Seq
1577,3060,3/14/2018,3,5/6/2018,53.95833333,TruSeq DNA Nano,DNA Seq
1578,3062,3/19/2018,2,4/9/2018,21.95833333,10X Genomics Single Cell,Others
1579,3063,3/19/2018,17,4/2/2018,14.95833333,User made NEB ChIP-seq,Unknown
1580,3064,3/19/2018,4,4/2/2018,14.95833333,User made NEB ChIP-seq,Unknown
1581,3065,3/18/2018,10,4/2/2018,15.95833333,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1582,3066,3/19/2018,1,3/26/2018,7.958333333,Ready Made library,Others
1583,3067,3/12/2018,2,4/4/2018,23.95833333,,Others
1584,3068,3/15/2018,10,3/28/2018,13.95833333,Ready Made library,Others
1585,3069,3/14/2018,36,3/23/2018,10.0,TruSeq Small RNA,Others
1586,3070,2/20/2018,468,3/22/2018,31.0,None,Unknown
1587,3072,3/21/2018,8,4/2/2018,12.95833333,Lexogen Small RNA Kit,Others
1588,3074,3/21/2018,1,3/27/2018,6.958333333,10X Genomics Single Cell,Others
1589,3076,3/8/2018,15,4/30/2018,53.95833333,TruSeq RNA stranded,RNA Seq
1590,3077,2/2/2018,4,6/5/2018,123.95833329999999,TruSeq DNA PCR-Free HT Kit,DNA Seq
1591,3079,12/20/2017,16,4/2/2018,103.95833329999999,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
1592,3080,1/26/2018,11,6/19/2018,144.95833330000002,None,Unknown
1593,3081,3/27/2018,23,6/19/2018,85.0,TruSeq Small RNA,Others
1594,3082,3/22/2018,7,5/5/2018,44.95833333,TruSeq RNA stranded,RNA Seq
1595,3083,3/27/2018,79,4/16/2018,21.0,Ready-made library ddRAD,Sequencing only
1596,3084,3/28/2018,21,5/5/2018,39.0,TruSeq RNA stranded,RNA Seq
1597,3086,3/28/2018,12,4/16/2018,20.0,NEB Next Ultra DNA,DNA Seq
1598,3087,3/29/2018,8,4/3/2018,6.0,NEB Next Ultra DNA,DNA Seq
1599,3088,3/29/2018,40,5/4/2018,37.0,TruSeq Exome,Exome Seq
1600,3090,8/8/2017,19,5/31/2018,297.0,,Others
1601,3091,3/27/2018,24,4/9/2018,14.0,Ready Made library,Others
1602,3092,3/19/2018,13,6/27/2018,100.95833329999999,TruSeq RNA stranded,RNA Seq
1603,3093,3/20/2018,112,6/10/2018,82.95833333,TruSeq RNA stranded,RNA Seq
1604,3094,3/29/2018,1,4/19/2018,22.0,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1605,3095,2/15/2018,19,4/30/2018,74.95833333,TruSeq RNA stranded,RNA Seq
1606,3096,2/19/2018,55,5/10/2018,80.95833333,TruSeq RNA stranded,RNA Seq
1607,3098,4/4/2018,8,6/1/2018,59.0,,Others
1608,3099,4/6/2018,13,5/31/2018,56.0,User made NEB ChIP-seq,Unknown
1609,3100,4/9/2018,8,4/24/2018,16.0,Ready Made library,Others
1610,3101,4/9/2018,42,5/3/2018,25.0,NEB Next Ultra DNA,DNA Seq
1611,3102,4/4/2018,19,5/20/2018,47.0,TruSeq RNA stranded,RNA Seq
1612,3103,2/12/2018,209,5/20/2018,97.95833333,,Others
1613,3105,4/9/2018,33,6/3/2018,56.0,TruSeq RNA stranded,RNA Seq
1614,3106,4/10/2018,8,4/11/2018,2.0,NEB Next Ultra DNA,DNA Seq
1615,3107,4/6/2018,13,5/31/2018,56.0,Clontech SMART-Seq v4 Ultra Low Input RNA kit,Low input RNA Seq 
1616,3108,4/11/2018,235,5/4/2018,24.0,Ready Made Library-Homemade kit,Sequencing only
1617,3109,4/12/2018,35,4/13/2018,2.0,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1618,3110,4/12/2018,1,4/25/2018,14.0,10X Genomics Single Cell,Others
1619,3111,2/22/2018,27,6/30/2018,128.9583333,,Others
1620,3112,4/13/2018,1,5/5/2018,23.0,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1621,3113,4/12/2018,5,5/5/2018,24.0,TruSeq RNA stranded,RNA Seq
1622,3114,4/13/2018,33,4/14/2018,2.0,Smart-seq2 Nextera XT single cell (obsolete),Single cell RNA Seq
1623,3116,4/9/2018,4,5/23/2018,45.0,CLIP,Others
1624,3117,4/16/2018,7,4/17/2018,2.0,Ready Made library,Others
1625,3118,3/1/2018,211,6/16/2018,107.95833329999999,TruSeq RNA stranded,RNA Seq
1626,3119,3/1/2018,210,6/16/2018,107.95833329999999,TruSeq RNA stranded,RNA Seq
1627,3120,4/17/2018,3,5/11/2018,25.0,10X Genomics Single Cell,Others
1628,3121,3/20/2018,112,6/10/2018,82.95833333,TruSeq RNA stranded,RNA Seq
1629,3122,4/17/2018,33,6/19/2018,64.0,TruSeq DNA,DNA Seq
1630,3123,4/18/2018,24,4/23/2018,6.0,Lexogen Small RNA Kit,Others
1631,3124,4/6/2018,10,5/9/2018,34.0,TruSeq DNA Nano,DNA Seq
1632,3126,4/11/2018,6,6/15/2018,66.0,ATAC,Others
1633,3127,4/18/2018,6,4/23/2018,6.0,Ready Made library,Others
1634,3128,4/19/2018,12,9/13/2019,513.0,Nextera XT,DNA Seq
1635,3129,4/18/2018,36,5/20/2018,33.0,TruSeq RNA stranded,RNA Seq
1636,3130,4/23/2018,2,5/27/2018,35.0,TruSeq DNA,DNA Seq
1637,3131,4/11/2018,16,6/3/2018,54.0,TruSeq RNA stranded,RNA Seq
1638,3133,4/10/2018,17,6/5/2018,57.0,TruSeq DNA Nano,DNA Seq
1639,3134,4/25/2018,19,5/24/2018,30.0,Ready Made Fragment Library,Sequencing only
1640,3135,4/24/2018,18,5/28/2018,35.0,Tn-seq,Sequencing only
1641,3136,4/26/2018,2,4/28/2018,3.0,10X Genomics Single Cell,Others
1642,3137,4/23/2018,87,5/4/2018,12.0,Ready Made Library,Others
1643,3138,4/26/2018,1,5/9/2018,14.0,10X Genomics Single Cell,Others
1644,3140,4/25/2018,3,7/9/2018,76.0,Tn-seq,Sequencing only
1645,3141,4/26/2018,1,5/3/2018,8.0,Ready Made library,Others
1646,3142,4/19/2018,36,6/30/2018,73.0,TruSeq RNA stranded,RNA Seq
1647,3143,4/30/2018,20,5/2/2018,3.0,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA,Low input RNA Seq 
