id,start_date,num_samples,end_date,days_to_complete,library_type
1886,9/23/2016,5,10/15/2016,23,SmartSeq2-Picelli
1887,9/23/2016,8,9/29/2016,7,Lexogen_mRNA_stranded
1888,9/23/2016,1,12/3/2016,72.04166667,TruSeq DNA Nano
1889,9/26/2016,10,10/27/2016,32,TruSeq RNA stranded
1891,9/26/2016,24,12/10/2016,76.04166667,
1892,7/22/2016,5,12/18/2016,150.0416667,TruSeq DNA Nano
1894,9/26/2016,12,10/26/2016,31,TruSeq Small RNA
1895,9/7/2016,18,12/1/2016,86.04166667,TruSeq DNA Nano
1896,9/28/2016,8,10/12/2016,15,Ready Made Libraries
1897,9/28/2016,1,10/25/2016,28,Ready-made library ddRAD
1898,9/28/2016,21,10/15/2016,18,Ready Made Library-Homemade kit
1899,10/3/2016,4,10/25/2016,23,
1900,10/3/2016,5,10/25/2016,23,NEB Next Ultra DNA
1901,10/4/2016,6,11/5/2016,33.04166667,TruSeq RNA stranded
1902,10/3/2016,12,10/27/2016,25,TruSeq RNA stranded
1903,10/4/2016,1,12/3/2016,61.04166667,TruSeq DNA Nano
1904,10/5/2016,16,12/18/2016,75.04166667,
1905,10/4/2016,20,10/26/2016,23,Nextflex small RNA v3
1906,10/4/2016,8,12/3/2016,61.04166667,Ready Made Library-Homemade kit
1909,10/6/2016,1,10/25/2016,20,Ready Made library
1910,9/30/2016,8,10/25/2016,26,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1
1912,10/10/2016,30,12/16/2016,68.04166667,
1913,10/10/2016,8,2/23/2017,137.0416667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1914,10/10/2016,8,1/16/2017,99.04166667,TruSeq RNA stranded
1922,10/10/2016,8,11/24/2016,46.04166667,TruSeq RNA stranded
1926,10/17/2016,8,10/31/2016,15.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1927,10/18/2016,8,11/5/2016,19.04166667,
1928,10/18/2016,12,11/5/2016,19.04166667,TruSeq RNA stranded
1930,10/18/2016,13,12/10/2016,54.04166667,TruSeq DNA Nano
1931,10/13/2016,2,12/3/2016,52.04166667,Ready made Library Bisulfide Treatment
1932,10/5/2016,57,11/24/2016,51.04166667,TruSeq RNA stranded
1934,7/20/2016,30,11/5/2016,109.0416667,TruSeq RNA stranded
1935,9/23/2016,4,12/16/2016,85.04166667,TruSeq RNA stranded
1937,10/23/2016,6,11/5/2016,14.04166667,TruSeq RNA stranded
1938,10/21/2016,3,12/3/2016,44.04166667,TruSeq DNA Nano
1939,10/5/2016,57,11/26/2016,53.04166667,TruSeq RNA stranded
1941,10/10/2016,30,12/16/2016,68.04166667,NP TruSeq DNA Nano
1942,10/13/2016,18,1/16/2017,96.04166667,
1944,10/21/2016,93,12/23/2016,64.04166667,Clontech SMARTer Stranded total RNA - Low Input Mammalian
1945,9/30/2016,77,11/14/2016,46.04166667,NEB Next Ultra DNA
1946,10/26/2016,33,11/14/2016,20.04166667,NEB Next Ultra DNA
1947,10/18/2016,7,11/20/2016,34.04166667,Ready-made library ddRAD
1949,10/27/2016,4,12/11/2016,46.04166667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1950,10/27/2016,1,11/24/2016,29.04166667,TruSeq RNA stranded
1951,10/27/2016,15,12/20/2016,55.04166667,
1955,10/24/2016,6,11/12/2016,20.04166667,Ready Made Fragment Library
1956,10/26/2016,69,11/12/2016,18.04166667,Ready Made Fragment Library
1957,10/25/2016,14,12/10/2016,47.04166667,Ready Made Fragment Library
1958,9/29/2016,1,12/20/2016,83.04166667,NP TruSeq DNA Nano
1959,10/28/2016,4,12/23/2016,57.04166667,Nugen Ultra Low Input
1960,10/12/2016,16,1/25/2017,106.0416667,TruSeq RNA stranded
1961,11/1/2016,6,12/5/2016,35,TruSeq DNA PCR-Free LT Kit
1962,9/6/2016,12,11/30/2016,86.04166667,Agilent Sure Select Mouse All Exon
1963,11/1/2016,6,12/10/2016,40,Ready made Library Bisulfide Treatment
1965,10/25/2016,28,12/18/2016,55.04166667,TruSeq RNA stranded
1967,11/2/2016,1,11/30/2016,29,Ready Made library
1968,11/2/2016,6,11/11/2016,10,Ready Made Library-Homemade kit
1970,11/4/2016,68,11/11/2016,8,SmartSeq2-Picelli
1971,11/3/2016,12,1/16/2017,75,TruSeq RNA stranded
1972,3/22/2016,26,12/16/2016,270,Agilent Sure Select Human All Exon v6+UTR
1973,5/3/2016,20,12/16/2016,228.0416667,Agilent Sure Select Human All Exon v6+UTR
1974,11/7/2016,6,1/23/2017,78,
1975,10/3/2016,1,11/8/2016,37.04166667,NEB Next Ultra DNA
1977,11/4/2016,12,12/16/2016,43,Clontech SMARTer Stranded total RNA - Low Input Mammalian
1978,10/12/2016,16,12/20/2016,70.04166667,TruSeq RNA stranded
1980,11/7/2016,2,12/20/2016,44,NP TruSeq DNA Nano
1981,11/10/2016,11,11/15/2016,6,Lexogen_mRNA_stranded
1983,11/14/2016,12,12/10/2016,27,Ready made library
1984,11/10/2016,16,1/23/2017,75,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1986,11/10/2016,8,11/15/2016,6,NEB Next Ultra DNA
1987,11/10/2016,2,11/15/2016,6,NEB Next Ultra DNA
1992,6/17/2015,4,11/23/2016,526.0416667,Lucigen Mate Pair Library prep
1996,11/21/2016,6,12/18/2016,28,TruSeq RNA stranded
1997,10/10/2016,8,2/23/2017,137.0416667,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
1998,11/21/2016,2,8/8/2017,260.9583333,NP TruSeq DNA Nano
1999,11/21/2016,13,1/16/2017,57,TruSeq RNA stranded
2001,11/23/2016,4,2/9/2017,79,
2003,9/14/2016,24,12/20/2016,98.04166667,TruSeq RNA stranded
2007,11/23/2016,12,12/26/2016,34,NEB Next Ultra DNA
2010,11/22/2016,9,3/28/2017,126.9583333,NEBnext smRNA
2011,10/25/2016,4,1/30/2017,98.04166667,TruSeq RNA stranded
2013,11/25/2016,1,1/23/2017,60,Ready-made library ddRAD
2014,11/25/2016,1,1/23/2017,60,Ready-made library ddRAD
2015,11/24/2016,4,3/28/2017,124.9583333,Ready made Library Bisulfide Treatment
2016,11/25/2016,4,3/28/2017,123.9583333,Ready made Library Bisulfide Treatment
2017,11/25/2016,9,1/25/2017,62,TruSeq RNA stranded
2019,12/1/2016,112,12/3/2016,3,SmartSeq2-Picelli
2020,12/1/2016,15,12/3/2016,3,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2023,12/2/2016,10,12/17/2016,16,Ready Made Library-Homemade kit
2025,12/5/2016,10,12/5/2016,1,Ready Made library
2026,12/5/2016,1,12/5/2016,1,NEB Next Ultra DNA
2027,8/2/2016,21,4/5/2017,247,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2029,12/6/2016,7,12/8/2016,3,Lexogen_mRNA_stranded
2030,12/8/2016,6,3/28/2017,110.9583333,TruSeq DNA Nano
2031,12/8/2016,101,12/16/2016,9,Lexogen_mRNA_stranded
2033,12/9/2016,13,12/10/2016,2,NEB Next Ultra DNA
2034,12/4/2016,1,12/13/2016,10,Ready-made library ddRAD
2035,12/6/2016,12,1/25/2017,51,TruSeq RNA stranded
2036,12/12/2016,32,2/28/2017,79,TruSeq Small RNA
2037,12/9/2016,1,12/17/2016,9,Ready Made library
2038,11/28/2016,30,2/9/2017,74,TruSeq DNA Nano
2039,11/30/2016,30,2/9/2017,72,TruSeq DNA Nano
2041,12/14/2016,3,3/22/2017,99,TruSeq DNA Nano
2042,12/14/2016,152,12/26/2016,13,NEB Next Ultra DNA
2043,11/3/2016,1,1/16/2017,75,CLIP
2044,12/15/2016,22,2/9/2017,57,TruSeq RNA stranded
2045,12/15/2016,8,1/21/2017,38,TruSeq RNA stranded
2047,12/15/2016,29,4/12/2017,118.9583333,TruSeq DNA
2048,11/17/2016,2,1/25/2017,70,TruSeq RNA stranded
2049,10/12/2016,16,1/25/2017,106.0416667,TruSeq RNA stranded
2050,11/10/2016,12,1/16/2017,68,TruSeq RNA stranded
2051,8/29/2016,19,1/25/2017,150.0416667,TruSeq RNA stranded
2052,12/14/2016,4,1/23/2017,41,Ready Made Libraries
2053,12/14/2016,16,1/30/2017,48,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2054,12/19/2016,5,1/23/2017,36,Ready Made library
2055,12/19/2016,4,2/9/2017,53,TruSeq DNA Nano
2057,12/9/2016,12,1/21/2017,44,TruSeq RNA stranded
2058,11/25/2016,3,4/28/2017,154.9583333,TruSeq RNA stranded
2059,12/19/2016,1,3/28/2017,99.95833333,TruSeq DNA Nano
2060,12/19/2016,61,2/17/2017,61,
2061,12/15/2016,6,1/21/2017,38,TruSeq RNA stranded
2062,12/14/2016,9,1/31/2017,49,Encore Complete Prokaryotic RNA-Seq DR Multiplex System
2063,12/15/2016,5,3/22/2017,98,Agilent Sure Select Human All Exon v6+UTR
2064,12/19/2016,48,4/28/2017,130.9583333,Ready Made Fragment Library
2069,12/21/2016,4,2/11/2017,53,TruSeq DNA Nano
2070,12/21/2016,12,1/23/2017,34,Ready Made Library
2071,12/5/2016,28,1/30/2017,57,Ready made Library Bisulfide Treatment
2073,12/16/2016,10,1/21/2017,37,TruSeq RNA stranded
2074,12/19/2016,8,1/21/2017,34,TruSeq RNA stranded
2077,12/20/2016,7,1/30/2017,42,Ready-made library ddRAD
2079,12/21/2016,2,1/9/2017,20,Ready Made library
2081,1/5/2017,30,1/21/2017,17,TruSeq RNA stranded
2082,1/10/2017,8,1/31/2017,22,TruSeq RNA stranded
2083,11/9/2016,10,1/10/2017,63,NEB Next Ultra DNA
2084,1/10/2017,5,1/23/2017,14,User made NEB ChIP-seq
2085,11/21/2016,41,1/17/2017,58,NEB Next Ultra DNA
2089,1/3/2017,32,1/23/2017,21,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1
2090,12/13/2016,120,2/11/2017,61,Nimblegen SeqCap Library user made
2091,1/23/2017,12,2/9/2017,18,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1
2092,11/17/2016,32,3/2/2017,106,TruSeq RNA stranded
2093,11/17/2016,32,3/22/2017,126,TruSeq RNA stranded
2094,7/21/2016,15,2/17/2017,212.0416667,TruSeq RNA stranded
2095,12/9/2016,2,3/2/2018,449,TruSeq DNA Nano
2096,12/9/2016,1,3/28/2017,109.9583333,TruSeq DNA Nano
2097,1/9/2017,96,1/25/2017,17,SmartSeq2-Picelli
2098,1/16/2017,8,1/31/2017,16,Ready Made Library-Homemade kit
2099,9/14/2016,24,2/11/2017,151.0416667,TruSeq RNA stranded
2100,1/18/2017,19,3/22/2017,64,TruSeq RNA stranded
2101,7/14/2016,36,5/12/2017,303,TruSeq RNA stranded
2102,1/18/2017,6,2/9/2017,23,TruSeq DNA Nano
2103,12/20/2016,4,1/31/2017,43,Ready Made library
2104,1/11/2017,2,1/30/2017,20,Ready Made library
2105,10/18/2016,13,2/9/2017,115.0416667,TruSeq DNA Nano
2106,1/11/2017,17,3/22/2017,71,
2107,12/21/2016,16,2/17/2017,59,TruSeq RNA stranded
2108,1/16/2017,24,3/22/2017,66,TruSeq RNA stranded
2109,1/23/2017,2,3/22/2017,59,TruSeq RNA stranded
2110,11/25/2016,4,3/28/2017,123.9583333,TruSeq DNA Nano
2111,12/12/2016,9,1/31/2017,51,Ready Made Library
2112,12/12/2016,9,1/31/2017,51,Ready Made Library
2113,7/21/2016,15,3/22/2017,245.0416667,TruSeq RNA stranded
2114,1/19/2017,8,1/31/2017,13,Ready Made Fragment Library
2115,1/19/2017,3,2/8/2017,21,Ready Made Fragment Library
2117,1/23/2017,24,5/12/2017,109.9583333,TruSeq RNA stranded
2118,1/26/2017,6,2/25/2017,31,Ready Made library
2120,12/5/2016,13,2/17/2017,75,TruSeq RNA stranded
2121,7/14/2016,36,5/12/2017,303,TruSeq RNA stranded
2122,1/31/2017,2,1/31/2017,1,Ready Made Library-Homemade kit
2123,1/31/2017,2,1/31/2017,1,Ready Made Library-Homemade kit
2128,1/31/2017,12,3/2/2017,31,TruSeq RNA stranded
2129,2/1/2017,12,2/17/2017,17,
2136,1/30/2017,36,2/23/2017,25,Ready made Library Bisulfide Treatment
2137,12/20/2016,12,2/17/2017,60,SmartSeq2-Picelli
2138,1/10/2017,20,2/17/2017,39,SmartSeq2-Picelli
2139,2/7/2017,2,3/22/2017,44,
2140,2/7/2017,8,2/9/2017,3,Lexogen_mRNA_stranded
2141,2/6/2017,9,3/22/2017,45,Nugen Ultra Low Input
2142,2/8/2017,7,2/18/2017,11,Ready made Library Bisulfide Treatment
2144,1/31/2017,7,2/10/2017,11,NEB Next Ultra DNA
2145,2/8/2017,6,3/22/2017,43,TruSeq RNA stranded
2146,2/8/2017,28,4/28/2017,79.95833333,TruSeq DNA Nano
2151,2/23/2016,15,3/6/2017,378,TruSeq RNA stranded
2154,2/13/2017,3,2/18/2017,6,Ready Made Library-Homemade kit
2155,2/16/2017,11,2/25/2017,10,Ready Made Library-Homemade kit
2156,2/15/2017,196,2/24/2017,10,Lexogen_mRNA_stranded
2157,2/8/2017,1,2/23/2017,16,Ready Made library
2158,2/16/2017,24,3/22/2017,35,TruSeq RNA stranded
2159,2/10/2017,48,2/23/2017,14,Ready Made library
2160,2/2/2017,4,4/28/2017,85.95833333,TruSeq DNA Nano
2164,2/22/2017,3,2/24/2017,3,10X Genomics Single Cell
2166,2/15/2017,1,5/12/2017,86.95833333,TruSeq RNA stranded
2167,2/23/2017,5,3/28/2017,33.95833333,ATAC
2168,11/30/2016,4,3/28/2017,118.9583333,TruSeq DNA Nano
2169,2/27/2017,11,3/4/2017,6,Ready Made Fragment Library
2170,1/30/2017,25,5/12/2017,102.9583333,TruSeq RNA stranded
2171,2/24/2017,14,3/2/2017,7,NEB Next Ultra DNA
2172,2/27/2017,1,3/28/2017,29.95833333,Ready made Library Bisulfide Treatment
2173,3/1/2017,184,3/22/2017,22,SmartSeq2-Picelli
2174,3/1/2017,47,3/22/2017,22,SmartSeq2-Picelli
2175,11/1/2016,3,3/22/2017,142,Nextera Mate Pair
2176,2/21/2017,10,3/28/2017,35.95833333,Ready Made Libraries
2177,3/2/2017,9,3/9/2017,8,User made NEB ChIP-seq
2178,2/28/2017,13,3/22/2017,23,TruSeq RNA stranded
2179,3/2/2017,34,4/17/2017,46.95833333,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2182,3/1/2017,11,3/28/2017,27.95833333,Ready made Library Bisulfide Treatment
2183,3/6/2017,9,3/9/2017,4,User made NEB ChIP-seq
2186,3/3/2017,15,5/12/2017,70.95833333,TruSeq RNA stranded
2190,3/7/2017,7,3/28/2017,21.95833333,Ready Made library
2191,10/27/2016,192,8/8/2017,286,TruSeq DNA Nano
2194,3/6/2017,16,3/28/2017,22.95833333,TruSeq Small RNA
2196,12/5/2016,28,3/28/2017,113.9583333,Ready made Library Bisulfide Treatment
2200,3/2/2017,38,4/29/2017,58.95833333,
2201,2/26/2017,14,3/28/2017,30.95833333,Ready Made Fragment Library
2202,3/3/2017,38,5/13/2017,71.95833333,
2203,2/8/2017,12,5/15/2017,96.95833333,TruSeq DNA Nano
2204,10/27/2016,192,8/8/2017,286,TruSeq DNA Nano
2205,2/23/2017,19,4/24/2017,60.95833333,SmartSeq2-Picelli
2208,3/8/2017,5,3/13/2017,6,NEB Next Ultra DNA
2211,3/9/2017,2,3/13/2017,5,Ready Made Library-Homemade kit
2212,3/13/2017,2,3/17/2017,5,Ready Made Library-Homemade kit
2213,2/21/2017,1,3/13/2017,21,Ready Made library
2214,3/13/2017,9,3/14/2017,2,Lexogen_mRNA_stranded
2215,3/13/2017,10,3/24/2017,12,Ready made Library Bisulfide Treatment
2216,3/8/2017,30,5/19/2017,72.95833333,TruSeq RNA stranded
2217,11/17/2016,32,6/7/2017,202.9583333,TruSeq RNA stranded
2218,3/3/2017,42,5/19/2017,77.95833333,TruSeq RNA stranded
2220,3/15/2017,1,3/21/2017,7,Ready Made library
2221,3/7/2017,23,5/12/2017,66.95833333,SmartSeq2-Picelli
2222,11/25/2016,1,3/21/2017,117,Ready-made library ddRAD
2223,3/14/2017,5,7/2/2017,110.9583333,TruSeq RNA stranded
2224,3/9/2017,24,7/10/2017,123.9583333,Agilent Sure Select Human All Exon v6+UTR
2225,3/16/2017,1,6/7/2017,83.95833333,Agilent Sure Select Human All Exon v6+UTR
2226,3/21/2017,87,3/27/2017,6.958333333,NEB Next Ultra DNA
2227,3/21/2017,3,3/28/2017,7.958333333,TruSeq Small RNA
2228,3/13/2017,3,3/22/2017,10,NEB Next Ultra DNA
2229,2/25/2017,1,3/22/2017,26,NEB Next Ultra DNA
2230,3/21/2017,1,4/30/2017,40.95833333,TruSeq RNA stranded
2231,3/22/2017,2,5/19/2017,58.95833333,TruSeq DNA Nano
2232,3/3/2017,24,3/30/2017,27.95833333,Ready Made library
2233,3/23/2017,4,3/30/2017,7.958333333,TruSeq RNA stranded
2234,3/20/2017,1,5/14/2017,55.95833333,TruSeq DNA Nano
2235,3/20/2017,10,5/15/2017,56.95833333,TruSeq DNA Nano
2236,1/31/2017,48,5/12/2017,101.9583333,TruSeq RNA stranded
2237,3/16/2017,12,5/13/2017,58.95833333,TruSeq RNA stranded
2238,1/4/2017,16,4/28/2017,114.9583333,TruSeq RNA stranded
2240,12/20/2016,6,4/5/2017,106.9583333,TruSeq RNA stranded
2241,3/28/2017,1,3/28/2017,1,TruSeq Small RNA
2242,1/30/2017,25,5/12/2017,102.9583333,TruSeq RNA stranded
2243,3/20/2017,12,4/24/2017,35.95833333,
2245,3/30/2017,4,5/18/2017,50,TruSeq DNA
2246,3/30/2017,6,4/11/2017,13,
2248,3/30/2017,6,4/11/2017,13,TruSeq DNA Nano
2249,3/30/2017,6,4/11/2017,13,Agilent Sure Select Human All Exon v6+UTR
2250,3/16/2017,12,5/13/2017,58.95833333,
2251,2/28/2017,13,4/24/2017,55.95833333,TruSeq RNA stranded
2252,3/9/2017,42,5/19/2017,71.95833333,TruSeq RNA stranded
2253,3/27/2017,4,5/15/2017,50,TruSeq DNA Nano
2254,2/27/2017,19,4/11/2017,43.95833333,TruSeq DNA Nano
2255,11/17/2016,32,6/7/2017,202.9583333,TruSeq RNA stranded
2256,4/3/2017,6,5/14/2017,42,TruSeq DNA Nano
2257,3/24/2017,24,4/24/2017,31.95833333,SmartSeq2-Picelli
2258,4/3/2017,8,6/7/2017,66,TruSeq RNA stranded
2259,4/4/2017,5,4/17/2017,14,Ready Made Fragment Library
2262,4/4/2017,9,4/5/2017,2,NEB Next Ultra DNA
2263,4/4/2017,96,4/11/2017,8,Nextera XT
2264,4/4/2017,46,4/12/2017,9,Nextera XT
2266,3/29/2017,6,4/6/2017,9,NEB Next Ultra DNA
2267,4/6/2017,2,6/27/2017,83,
2268,4/6/2017,12,5/19/2017,44,TruSeq RNA stranded
2272,4/6/2017,18,4/21/2017,16,NEB Next Ultra DNA
2273,4/4/2017,14,6/7/2017,65,
2274,4/7/2017,4,4/17/2017,11,ATAC
2275,4/4/2017,2,4/17/2017,14,PAR-CLIP like
2276,3/30/2017,27,6/9/2017,72,TruSeq RNA stranded
2277,4/6/2017,28,6/16/2017,72,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2278,4/6/2017,28,6/7/2017,63,TruSeq RNA stranded
2279,4/7/2017,12,4/10/2017,4,Lexogen_mRNA_stranded
2281,3/31/2017,80,6/26/2017,88,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2284,4/5/2017,2,4/28/2017,24,HiC
2285,4/10/2017,4,4/16/2017,7,Ready Made Library-Homemade kit
2286,4/4/2017,4,5/15/2017,42,Ready made Library Bisulfide Treatment
2289,4/10/2017,87,5/19/2017,40,Nextera XT
2290,3/19/2017,2,5/15/2017,57.95833333,Ready-made library ddRAD
2292,4/12/2017,24,5/26/2017,45,TruSeq RNA stranded
2293,4/3/2017,17,6/9/2017,68,
2295,3/14/2017,39,4/23/2017,40.95833333,TruSeq RNA stranded
2296,4/5/2017,78,5/1/2017,27,Ready-made library ddRAD
2297,4/19/2017,9,4/28/2017,10,SmartSeq2-Picelli
2298,4/19/2017,4,5/25/2017,37,Nugen Ultra Low Input
2299,4/12/2017,20,5/26/2017,45,TruSeq DNA Nano
2300,5/18/2017,10,7/2/2017,46,
2303,4/19/2017,119,5/25/2017,37,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2305,4/19/2017,2,5/14/2017,26,10x Genomics
2307,7/21/2016,15,6/18/2017,333,TruSeq RNA stranded
2308,7/21/2016,15,6/18/2017,333,TruSeq RNA stranded
2309,4/18/2017,30,6/10/2017,54,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1
2310,3/16/2017,12,5/13/2017,58.95833333,
2311,4/19/2017,192,5/14/2017,26,Nextera XT
2313,11/7/2016,2,5/14/2017,188.9583333,10x Genomics
2318,3/7/2017,8,6/18/2017,103.9583333,
2319,3/27/2017,36,5/26/2017,61,Ready Made Fragment Library
2321,3/27/2017,6,5/26/2017,61,Ready Made Fragment Library
2323,4/26/2017,12,6/18/2017,54,TruSeq RNA stranded
2324,4/27/2017,12,6/14/2017,49,TruSeq Small RNA
2325,4/27/2017,2,7/12/2017,77,TruSeq DNA Nano
2326,4/27/2017,49,5/4/2017,8,Ready Made Library-Homemade kit
2327,4/27/2017,2,6/27/2017,62,TruSeq RNA stranded
2328,5/2/2017,12,5/10/2017,9,User made NEB ChIP-seq
2329,3/22/2016,26,6/7/2017,442.9583333,Agilent Sure Select Human All Exon v6+UTR
2330,5/3/2016,20,6/7/2017,401,Agilent Sure Select Human All Exon v6+UTR
2331,5/2/2017,36,6/18/2017,48,TruSeq RNA stranded
2332,3/24/2017,2,6/27/2017,95.95833333,TruSeq RNA stranded
2333,3/24/2017,10,5/26/2017,63.95833333,Agilent Sure Select Human All Exon v6
2334,3/24/2017,10,5/26/2017,63.95833333,Agilent Sure Select Human All Exon v6
2335,5/9/2017,8,5/12/2017,4,NEB Next Ultra DNA
2337,5/9/2017,8,5/11/2017,3,Lexogen_mRNA_stranded
2339,5/9/2017,90,5/9/2017,1,Ready Made library
2340,5/10/2017,1,7/12/2017,64,TruSeq DNA Nano
2341,5/10/2017,25,6/15/2017,37,NuGEN Ovation Mouse RNA-seq System 1-16
2342,5/8/2017,12,6/18/2017,42,TruSeq RNA stranded
2346,3/14/2017,864,6/27/2017,105.9583333,Nextera XT
2348,4/24/2017,8,5/29/2017,36,TruSeq Small RNA
2352,5/12/2017,2,5/29/2017,18,Ovation Rapid Library Systems
2353,4/28/2017,2,6/27/2017,61,TruSeq DNA Nano
2354,5/10/2017,6,6/27/2017,49,TruSeq DNA Nano
2356,5/14/2017,32,10/25/2017,165,TruSeq Small RNA
2357,5/10/2017,3,5/26/2017,17,ATAC
2359,5/15/2017,50,6/13/2017,30,TruSeq Small RNA
2361,1/18/2017,16,7/16/2017,179.9583333,
2362,4/26/2017,6,7/2/2017,68,
2363,5/18/2017,48,6/4/2017,18,
2364,5/19/2017,10,5/31/2017,13,TruSeq Small RNA
2365,5/19/2017,10,6/18/2017,31,TruSeq RNA stranded
2366,5/19/2017,11,7/23/2017,66,User made NEB ChIP-seq
2367,5/19/2017,6,7/10/2017,53,TruSeq RNA stranded
2368,5/23/2017,27,7/2/2017,41,Nugen Ultra Low Input
2371,5/23/2017,15,7/2/2017,41,TruSeq RNA stranded
2373,5/24/2017,4,5/25/2017,2,NEB Next Ultra DNA
2374,5/9/2017,16,7/2/2017,55,TruSeq RNA stranded
2375,5/24/2017,8,9/21/2017,121,TruSeq DNA Nano
2377,5/29/2017,9,6/11/2017,14,Ready made Library Bisulfide Treatment
2379,5/29/2017,48,6/13/2017,16,None
2381,6/1/2017,20,9/14/2017,106,Clontech SMARTer Stranded total RNA - Low Input Mammalian
2382,5/17/2017,4,6/27/2017,42,Nextera XT
2384,4/27/2017,8,8/8/2017,104,Clontech SMRTer Stranded total RNA-Seq Kit-Pico Input Mammalian Total RNA
2387,6/6/2017,35,7/21/2017,46,TruSeq RNA stranded
2389,6/7/2017,4,7/2/2017,26,TruSeq DNA Nano
2392,5/30/2017,5,7/23/2017,55,TruSeq RNA stranded
2393,6/8/2017,16,7/12/2017,35,Ready Made Fragment Library
2394,5/30/2017,96,7/19/2017,51,Lexogen QuantSeq 3\ mRNA-Seq
2395,6/8/2017,6,8/16/2017,70,TruSeq DNA Nano
2398,6/12/2017,10,8/11/2017,61,Nugen Ultra Low Input
2399,6/13/2017,5,6/26/2017,14,User made NEB ChIP-seq
2400,6/13/2017,14,8/6/2017,55,TruSeq RNA stranded
2402,4/13/2017,6,7/2/2017,81,TruSeq RNA stranded
2404,5/2/2017,36,6/18/2017,48,TruSeq RNA stranded
2408,6/11/2017,15,7/3/2017,23,NuGEN Ovation SoLo RNA-Seq - needs 16Cycles IndexRead1
2409,6/14/2017,19,8/25/2017,73,TruSeq RNA stranded
2410,4/26/2017,20,11/12/2017,201.0416667,Nextera XT
2411,6/15/2017,20,11/12/2017,151.0416667,Nextera XT
2412,6/12/2017,14,8/6/2017,56,TruSeq RNA stranded
2414,7/3/2017,38,8/25/2017,54,
2415,6/19/2017,96,7/10/2017,22,TruSeq DNA Nano
2417,6/22/2017,40,8/6/2017,46,TruSeq RNA stranded
2420,6/22/2017,6,7/3/2017,12,ATAC
2422,6/7/2017,40,11/13/2017,160.0416667,TruSeq RNA stranded
2423,6/7/2017,39,10/31/2017,147.0416667,TruSeq RNA stranded
2424,6/26/2017,64,7/4/2017,9,Nextera XT
2426,6/26/2017,3,9/1/2017,68,TruSeq DNA Nano
2427,6/27/2017,12,7/19/2017,23,TruSeq Small RNA
2428,6/27/2017,24,7/21/2017,25,TruSeq RNA stranded
2429,6/27/2017,30,7/10/2017,14,Clontech SMART-Seq v4 Ultra Low Input RNA kit
2430,6/27/2017,10,6/29/2017,3,Lexogen_mRNA_stranded
2431,6/28/2017,5,7/12/2017,15,Ready Made Fragment Library
2432,6/28/2017,5,7/3/2017,6,NEB Next Ultra DNA
2435,11/30/2016,1,7/10/2017,222.9583333,TruSeq DNA Nano
2436,6/28/2017,4,8/8/2017,42,TruSeq DNA Nano
2437,4/19/2017,1,7/12/2017,85,TruSeq DNA Nano
2438,6/30/2017,16,7/3/2017,4,NEB Next Ultra DNA
2440,10/5/2016,57,7/21/2017,290,TruSeq RNA stranded
2442,6/30/2017,18,6/7/2018,343,10X Genomics Single Cell
2447,7/4/2017,5,7/23/2017,20,Ready Made Library
2448,7/4/2017,7,7/6/2017,3,NEB Next Ultra DNA
2449,7/4/2017,18,9/25/2017,84,SmartSeq2-Picelli
2452,6/1/2017,8,7/20/2017,50,TruSeq Small RNA
2453,7/7/2017,11,7/23/2017,17,Ready Made Library-Homemade kit
2454,7/7/2017,1,8/8/2017,33,TruSeq DNA Nano
2455,7/7/2017,12,9/9/2017,65,
2458,7/10/2017,45,9/25/2017,78,TruSeq DNA Nano
2459,7/10/2017,7,8/25/2017,47,SmartSeq2-Picelli
2460,7/10/2017,12,8/8/2017,30,Nimblegen SeqCap Library user made
2461,7/11/2017,19,8/6/2017,27,TruSeq RNA stranded
2463,7/13/2017,25,9/3/2017,53,SmartSeq2-Picelli
2464,7/13/2017,13,7/23/2017,11,Ready Made Library-Homemade kit
2466,7/7/2017,4,8/1/2017,26,TruSeq DNA Nano
2470,4/7/2017,10,11/21/2017,229.0416667,Lexogen_mRNA_stranded
